방류기간,지역순번,지역,기관,품종순번,품종,방류구분,방류물량1,단위1,방류물량2,단위2,사업비-국비(천원),사업비-지방비-광역시비(천원),사업비-지방비-도비(천원),사업비-지방비-구비(천원),사업비-지방비-시군구(천원),사업비-지방비-기타(천원),사업비-지방비-소계(천원),사업비-민간(천원),사업비-자담(천원),사업비-총액(천원),계약단가(원),기초단가(공고단가)(원),크기(cm 이상),체중(gram),사업구분,사업명,방류장소명,위도,경도,비고,하천,시도 제출여부,FIRA 제출여부,FIRA 마감,중복여부,특성,값
2022-01-01 ~ 2022-12-31,10,경남,경상남도 남해군,,꼼치,무상방류,137000,마리,,,,,10734,,42939,,53673,,,53673,390,,,,기타 지자체사업,기타 지자체사업,경상남도 남해군 삼동면 동천리 1514-3,34.8228565,128.0434785,,,Y,Y,Y,N,방류연도,2022
2022-02-14 ~ 2022-02-21,7,전남,전라남도 해양수산과학원,,꼼치,생산방류,25900000,마리,,,,,5000,,,,5000,,,5000,,,전장 5,,기타 지자체사업,기타 지자체사업,전라남도 여수시 돌산읍 죽포리,34.6437683,127.7972432,꼼치 통발어구에 혼횝되는 꼼치 수정란의 수거 추진(어업인 수정란 수거 협약)부화자어 생산 방류로 연안 자원조성사업 추진,,Y,Y,Y,N,방류연도,2022
2022-06-27 ~ 2022-06-27,,,한국수산자원공단 서해생명자원센터,30,꽃게,매입방류,437995,마리,,,,,,,70850,,70850,,,70850,161.76,192,,~,지자체사업/수산종자관리사업,수산종자매입방류,충청남도 홍성군 서부면 상황리,36.5735061,126.4627515,,,Y,Y,Y,Y(2),방류연도,2022
2022-07-04 ~ 2022-07-04,,,한국수산자원공단 서해생명자원센터,30,꽃게,매입방류,419855,마리,,,,,,,81453,,81453,,,81453,199.99,230,,~,지자체사업/수산종자관리사업,수산종자매입방류,인천광역시 옹진군 북도면 장봉리 1402,37.5390824,126.3366719,,,Y,Y,Y,N,방류연도,2022
2022-10-13 ~ 2022-10-13,14,FIRA,한국수산자원공단 서해본부,30,꽃게,매입방류,819058,마리,,,,,,,181080,,181080,,,181080,220,230,,~,지자체사업/수산종자관리사업,수산종자매입방류,대한민국,37.0926343,126.4449497,"희망수량 계약단가 -1순위 220원 / 예산:  62,400,000-2순위 221.75원 / 예산: 112,440,000원",,Y,Y,Y,N,방류연도,2022
2022-07-05 ~ 2022-07-05,14,FIRA,한국수산자원공단 본사,30,꽃게,매입방류,600000,마리,,,111000,,,,,,0,,,111000,185,196,전장 1,0.33~0.35,"국비사업(자율관리, 해양보호구역 등)",(어업협정이행사업(서해수산종자방류사업),태안군 도황리해역,36.463618,126.132839,0.33~0.35g,,Y,N,Y,N,방류연도,2022
2022-09-30 ~ 2022-09-30,14,FIRA,한국수산자원공단 본사,30,꽃게,매입방류,171429,마리,,,31200,,,,,,0,,,31200,182,196,전장 1,0.076~0.081,"국비사업(자율관리, 해양보호구역 등)",(어업협정이행사업(서해수산종자방류사업),태안군 도황리해역,36.410613,126.122521,0.076~0.081g,,Y,N,Y,N,방류연도,2022
2022-09-21 ~ 2022-09-21,14,FIRA,한국수산자원공단 본사,30,꽃게,매입방류,250000,마리,,,39750,,,,,,0,,,39750,159,196,전장 1,0.073~0.078,"국비사업(자율관리, 해양보호구역 등)",(어업협정이행사업(서해수산종자방류사업),태안군 도황리해역,36.410683,126.122878,0.073~0.078g,,Y,N,Y,N,방류연도,2022
2022-09-21 ~ 2022-09-21,14,FIRA,한국수산자원공단 본사,30,꽃게,매입방류,250000,마리,,,36750,,,,,,0,,,36750,147,196,전장 1,0.058~0.082,"국비사업(자율관리, 해양보호구역 등)",(어업협정이행사업(서해수산종자방류사업),태안군 도황리해역,36.410683,126.122878,0.058~0.082g,,Y,N,Y,N,방류연도,2022
2022-08-23 ~ 2022-08-23,14,FIRA,한국수산자원공단 본사,30,꽃게,매입방류,372563,마리,,,71532,,,,,,0,,,71532,192,196,전장 1,0.095~0.118,"국비사업(자율관리, 해양보호구역 등)",(어업협정이행사업(서해수산종자방류사업),태안군 도황리해역,36.410238,126.123063,0.095~0.118g,,Y,N,Y,N,방류연도,2022
2022-07-08 ~ 2022-07-08,14,FIRA,한국수산자원공단 서해본부,30,꽃게,매입방류,710679,마리,,,,,,,136500,,136500,,,136500,129.07,230,,~,지자체사업/수산종자관리사업,수산종자매입방류,경기도 화성시 서신면 백미리,37.1165272,126.6156528,2022년 화성시 해면수산자원조성사업 꽃게 매입방류,,Y,Y,Y,N,방류연도,2022
2022-01-01 ~ 2022-12-31,12,경기,경기도 안산시,30,꽃게,매입방류,819058,마리,,,,,34968,,139872,,174840,,,174840,220,230,,,지자체사업/수산종자관리사업,수산종자매입방류,경기도 안산시 단원구 풍도동,37.1109504,126.4574486,,,Y,Y,Y,N,방류연도,2022
2022-07-08 ~ 2022-07-08,12,경기,경기도 화성시,30,꽃게,매입방류,710679,마리,,,,,15000,,135000,,150000,,,150000,192.07,230,,,지자체사업/수산종자관리사업,수산종자매입방류,화성시 도리도 해역,37.07,126.36,,,Y,Y,Y,N,방류연도,2022
2022-07-04 ~ 2022-07-04,12,경기,경기도 김포시,30,꽃게,매입방류,419885,마리,,,,,18000,,72000,,90000,,,90000,193.99,230,전장 1,0.11~0.11,지자체사업/수산종자관리사업,수산종자매입방류,대한민국,37.5142559,126.3460403,,,Y,Y,Y,N,방류연도,2022
2022-06-23 ~ 2022-06-23,10,경남,경상남도 통영시,30,꽃게,매입방류,228000,마리,,,,,47970,,,,47970,,,47970,248.05,279,,,지자체사업/수산종자관리사업,남해EEZ골재채취점사용료 사업(이월),경상남도 통영시 욕지면 동항리,34.6348205,128.2942601,,,Y,Y,Y,N,방류연도,2022
2022-01-01 ~ 2022-12-31,10,경남,경상남도 남해군,30,꽃게,매입방류,430289,마리,,,,,40565,,4507,,45072,,,45072,100,240,,,지자체사업/수산종자관리사업,수산종자매입방류,경상남도 남해군 화전로 74 들꽃향기,34.8377907,127.8942358,,,Y,Y,Y,N,방류연도,2022
2022-07-05 ~ 2022-07-05,10,경남,경상남도 사천시,30,꽃게,매입방류,274726,마리,,,,,,,60000,,60000,,,60000,218.4,250,,~,지자체사업/수산종자관리사업,수산종자매입방류,경상남도 사천시 용현면 선진리,35.0413054,128.0386848,,,Y,Y,Y,N,방류연도,2022
2022-06-23 ~ 2022-06-23,10,경남,경상남도 통영시,30,꽃게,매입방류,244211,마리,,,,,54000,,6000,,60000,,,60000,245.69,271,갑폭 1,~,지자체사업/수산종자관리사업,수산종자매입방류,경상남도 통영시 욕지면 동항리 산119-1,34.6447356,128.2655705,,,Y,Y,Y,N,방류연도,2022
2022-06-28 ~ 2022-06-28,13,수협,수협중앙회,30,꽃게,매입방류,185366,마리,,,,,,,,,0,,38000,38000,205,205,,,기타 지자체사업,기타 지자체사업,충청남도 태안군 근흥면 도황리,36.68977,126.2096039,근해통발수협,,Y,N,Y,Y(2),방류연도,2022
2022-08-08 ~ 2022-08-08,13,수협,수협중앙회,30,꽃게,매입방류,389000,마리,,,,,,,,,0,,73000,73000,260,260,,,기타 지자체사업,기타 지자체사업,전라남도 진도군 조도면 창유리 산104,34.2957192,126.0557114,진도군수협,,Y,N,Y,N,방류연도,2022
2022-06-28 ~ 2022-06-28,13,수협,수협중앙회,30,꽃게,매입방류,306000,마리,,,,,,,,,0,,48000,48000,205,205,,,기타 지자체사업,기타 지자체사업,충청남도 서천군 서면 홍원길 127 홍원슈퍼,36.1578366,126.5001087,서천서부수협,,Y,N,Y,N,방류연도,2022
2022-06-27 ~ 2022-06-27,13,수협,수협중앙회,30,꽃게,매입방류,185366,마리,,,,,,,,,0,,38000,38000,205,205,전장 1,,기타 지자체사업,기타 지자체사업,충청남도 서천군 마서면 마서로713번길 15-25,36.0635012,126.6406987,서천군수협,,Y,N,Y,Y(2),방류연도,2022
2022-06-28 ~ 2022-06-28,13,수협,수협중앙회,30,꽃게,매입방류,134529,마리,,,,,,,,,0,,30000,30000,223,223,전장 1,~,기타 지자체사업,희망의바다 만들기,충청남도 태안군 근흥면 도황리 1525-221,36.6893964,126.2090958,서산수협,,Y,N,Y,N,방류연도,2022
2022-09-29 ~ 2022-09-29,2,인천,인천광역시 옹진군,30,꽃게,매입방류,530937,마리,,,,,,,100000,,100000,,,100000,221.23,262,,,지자체사업/수산종자관리사업,수산종자매입방류,인천광역시 옹진군 자월면 이작리,37.10878,126.146043,,,Y,Y,Y,N,방류연도,2022
2022-07-13 ~ 2022-07-13,2,인천,인천광역시 옹진군,30,꽃게,매입방류,480221,마리,,,,,,,100000,,100000,,,100000,221.48,262,,,지자체사업/수산종자관리사업,수산종자매입방류,인천광역시 옹진군 덕적면 진리 산169,37.2376713,126.1279505,,,Y,Y,Y,N,방류연도,2022
2022-07-12 ~ 2022-07-12,2,인천,인천광역시 강화군,30,꽃게,매입방류,871373,마리,,,,126000,,,14000,,140000,,,140000,169.29,199.23,갑폭 1,0.051~0.051,지자체사업/수산종자관리사업,수산종자매입방류,인천광역시 강화군 서도면 주문도리,37.6046965,126.2876342,,,Y,Y,Y,N,방류연도,2022
2022-09-02 ~ 2022-09-02,2,인천,인천광역시 수산자원연구소,30,꽃게,생산방류,1151400,마리,,,,,,,,,0,,,0,,,전장 1,~,지자체사업/수산종자관리사업,유용수산종자 자체생산방류,대한민국,37.6213378,126.250334,,,Y,Y,Y,N,방류연도,2022
2022-06-14 ~ 2022-06-14,2,인천,인천광역시 수산자원연구소,30,꽃게,생산방류,950909,마리,,,,,,,,,0,,,0,,,갑폭 1,~,지자체사업/수산종자관리사업,유용수산종자 자체생산방류,대한민국,37.4361935,126.3402845,,,Y,Y,Y,N,방류연도,2022
2022-08-02 ~ 2022-08-02,7,전남,전라남도 해양수산과학원,30,꽃게,생산방류,300000,마리,,,28000,,12000,,,,12000,,,40000,,,갑폭 1,,기타 지자체사업,기타 지자체사업,대한민국,34.2758351,125.935634,꽃게 연구교습어장,,Y,Y,Y,N,방류연도,2022
2022-09-02 ~ 2022-09-02,7,전남,전라남도 진도군,30,꽃게,매입방류,200000,마리,,,,,45000,,5000,,50000,,,50000,250,263,전장 1,1~1,지자체사업/수산종자관리사업,수산종자매입방류,전라남도 진도군 조도면 외병도리 산11,34.3710738,125.9378708,,,Y,Y,Y,N,방류연도,2022
2022-10-06 ~ 2022-11-06,7,전남,전라남도 진도군,30,꽃게,매입방류,156463,마리,,,,,35908,,3990,,39898,,,39898,255,263,전장 1,1~1,지자체사업/수산종자관리사업,수산종자매입방류,전라남도 진도군 조도면 관매도리 515,34.2400303,126.0560872,,,Y,Y,Y,N,방류연도,2022
2022-06-27 ~ 2022-06-27,7,전남,전라남도 해남군,30,꽃게,매입방류,91482,마리,,,,,17784,,1976,,19760,,,19760,216,290,갑폭 1,~,지자체사업/수산종자관리사업,수산종자매입방류,전라남도 해남군 북평면 안평,34.3438993,126.6050568,,,Y,Y,Y,N,방류연도,2022
2022-06-27 ~ 2022-06-27,7,전남,전라남도 해남군,30,꽃게,매입방류,70000,마리,,,,,13608,,1512,,15120,,,15120,216,290,갑폭 1,~,지자체사업/수산종자관리사업,수산종자매입방류,전라남도 해남군 송지면 학가,34.3967014,126.5043265,,,Y,Y,Y,Y(2),방류연도,2022
2022-06-27 ~ 2022-06-27,7,전남,전라남도 해남군,30,꽃게,매입방류,70000,마리,,,,,13608,,1512,,15120,,,15120,216,290,갑폭 1,~,지자체사업/수산종자관리사업,수산종자매입방류,전라남도 해남군 화산면 관동,34.4770172,126.4710354,,,Y,Y,Y,Y(2),방류연도,2022
