시도,어종명,항목,단위,2023.01 월,2023.02 월,2023.03 월,2023.04 월,2023.05 월,2023.06 월,2023.07 월,2023.08 월,2023.09 월,2023.10 월,2023.11 월,2023.12 월,2024.01 월,2024.02 월,2024.03 월,2024.04 월,2024.05 월,2024.06 월,2024.07 월,2024.08 월,2024.09 월,2024.10 월
경남,참다랑어,총마릿수[마리],마리,,,,,,,9,,13,,9,17,,,,,,,,59,,6
경남,참다랑어,총중량[kg],kg,,,,,,,25.8,,10.5,,8.6,17.2,,,,,,,,104.2,,7
경남,기타다랑어류,총마릿수[마리],마리,,,,,,,,345,,,,,,,,,,,,110,233,82
경남,기타다랑어류,총중량[kg],kg,,,,,,,,169.3,,,,,,,,,,,,110,656.3,138.8
경남,감성돔,총마릿수[마리],마리,14099,13106,14497,15741,,8354,6754,12114,48986,83898,61984,45597,29510,25435,26743,23009,176,15741,3737,12815,35518,59013
경남,감성돔,총중량[kg],kg,12509.7,10686.8,11526.8,12317.2,,5077.4,4206.8,5688,24841.2,46240.9,48949.5,45988.8,24930.5,24205.2,23750.1,20211,138.8,11772.4,2525,6877.3,18335.3,33201.1
경남,자리돔,총마릿수[마리],마리,,,,,1022,333,326,,,,,,,,,1028,695,645,,,87,
경남,자리돔,총중량[kg],kg,,,,,30.7,13.3,19.6,,,,,,,,,68.5,48.6,34.7,,,5.8,
경남,참돔,총마릿수[마리],마리,7947,9544,6235,6382,10562,17829,24864,14258,13797,15141,9159,18176,12985,11273,15893,16101,18318,27339,6723,8606,9618,14096
경남,참돔,총중량[kg],kg,5267.4,6501.7,5746.4,5477,7868.7,13346,16250.7,10209.1,8096.4,7266.9,7738.6,15334.9,7309.6,6480.7,13111.4,16423,22263.6,21314.3,5163.9,5613.2,5641.1,14181.1
경남,돌돔(줄돔),총마릿수[마리],마리,,46,20,31,1588,478,2690,5753,897,5279,1885,,,8,120,3844,485,610,1202,700,585,3646
경남,돌돔(줄돔),총중량[kg],kg,,15.4,10.2,15.3,796.3,242.3,2369,4470.4,806.9,3017.2,1588.7,,,1.7,84.3,6443.8,336.1,341.7,346.4,266.4,261.5,1317.5
경남,기타돔류,총마릿수[마리],마리,579,589,,102,1398,12988,32991,24577,5704,4086,1851,318,55,67,332,14555,20125,26491,15658,9869,2004,2465
경남,기타돔류,총중량[kg],kg,353,368.1,,51.1,652.9,3350.4,9557.3,8311.4,2062.3,2020.6,773.1,184.7,54.9,46.1,127.8,3339.8,4447.3,7954.4,5798.5,3071.9,634,936.8
경남,방어류,총마릿수[마리],마리,578,1014,1208,1955,2418,1349,7061,1218,2550,3476,6727,4457,1577,885,349,2156,1891,3147,4828,5303,3989,5813
경남,방어류,총중량[kg],kg,883.7,1451.6,3777.5,5104.5,7164.3,4867.5,14833.5,3368.4,7689.3,13477.8,20314.1,12593.9,4816,1784.7,1203.1,7611.3,4663.2,8334.6,12994.9,12665.3,8754.7,15429
경남,보구치,총마릿수[마리],마리,,,,,,7916,16373,258,112,,515,,,,,,25734,100109,12340,29958,,210
경남,보구치,총중량[kg],kg,,,,,,9854,8574,515.5,33.6,,154.5,,,,,,4158.5,18892.2,6492.2,8922.4,,53.7
경남,복어류,총마릿수[마리],마리,,,,,,412,,27,26,50,,,48,35,,,741,,,,,
경남,복어류,총중량[kg],kg,,,,,,588.6,,6.6,7.8,23,,,24,8,,,21.6,,,,,
경남,조피볼락(우럭),총마릿수[마리],마리,3022,2628,43794,1159,,1084,404,255,,56,,3036,11312,1468,42,7,5282,179,140,280,,
경남,조피볼락(우럭),총중량[kg],kg,453.3,427,6569.1,191.7,,231.6,30.3,61.2,,22.4,,884.4,794.5,81.8,38.4,2.6,1011.9,51.8,28,93.2,,
경남,기타볼락류,총마릿수[마리],마리,70020,83648,131359,137524,99779,26332,15765,2181,1049,4009,41131,408134,322792,208330,461863,424045,173687,49968,8750,9509,826,1826
경남,기타볼락류,총중량[kg],kg,9311.5,16444.6,21641.7,22630.7,17117.1,4232.6,3066.5,434.7,280,541.8,2698.7,80790.6,41909.7,25685.7,59871.8,73207.9,24236.9,7611.6,1451.8,1778.4,165.1,918.5
경남,노래미류,총마릿수[마리],마리,1493,1704,5138,2505,2160,538,558,,491,69,123,403,11797,5042,4855,9323,3977,263,28,58,17,
경남,노래미류,총중량[kg],kg,448,331.9,1462.9,769.4,659,85,220.7,,7.9,14.7,11.2,127.7,1312.1,1167.5,1228.7,1229.5,856.6,50,9.3,27.8,8.7,
경남,부세,총마릿수[마리],마리,,,,,,19553,,344,,,,,,,,,,,,,,
경남,부세,총중량[kg],kg,,,,,,4806.4,,103.1,,,,,,,,,,,,,,
경남,삼치류,총마릿수[마리],마리,,,,,,,142,288,5558,1584,351,266,86,,7,240,,,42,392,14463,21834
경남,삼치류,총중량[kg],kg,,,,,,,87.7,676.4,7204.3,1645.7,952.9,807.7,206.2,,57.2,685.3,,,42.1,568.2,12328.5,18314
경남,상어류,총마릿수[마리],마리,,,,,,,22,,,,,,,,,,,6,,,,
경남,상어류,총중량[kg],kg,,,,,,,98.6,,,,,,,,,,,12.5,,,,
경남,성대류,총마릿수[마리],마리,,,,,546,169,131,2978,11,1120,2800,344,901,53,111,26,354,1131,78,174,,
경남,성대류,총중량[kg],kg,,,,,109.2,181.1,49.3,297.8,2.2,112,358.4,120.3,114.1,17.7,11.1,4.3,64.8,58.1,18,31.9,,
경남,송어류,총마릿수[마리],마리,,,,,,,,,,,,,,,,,,,,,7,
경남,송어류,총중량[kg],kg,,,,,,,,,,,,,,,,,,,,,6.6,
경남,삼세기,총마릿수[마리],마리,,,,,,,,,,,,,480,,,,,,,,,
경남,삼세기,총중량[kg],kg,,,,,,,,,,,,,66,,,,,,,,,
경남,숭어류,총마릿수[마리],마리,,,,,,,,,,219,255,57,7173,6503,,250,19,,,6,224,455
경남,숭어류,총중량[kg],kg,,,,,,,,,,163.1,119.9,22.9,3596.4,3446,,196.4,12.4,,,8.7,289.8,498.5
경남,아귀류,총마릿수[마리],마리,13,,,,,,,,,,,,,,,,,,,,,
경남,아귀류,총중량[kg],kg,26.3,,,,,,,,,,,,,,,,,,,,,
경남,양태류,총마릿수[마리],마리,,,,,36,,,,,,,92,,,,81,31,13,234,29,,18
경남,양태류,총중량[kg],kg,,,,,36.4,,,,,,,34.4,,,,55.5,10.5,3.1,120.2,9.9,,11.7
경남,갯장어,총마릿수[마리],마리,,,,,,105,,,,,,,,,,,,,,,,
경남,갯장어,총중량[kg],kg,,,,,,52.6,,,,,,,,,,,,,,,,
경남,먹장어,총마릿수[마리],마리,,,,,,,9700,,,,,,,,,,,,,,,
경남,먹장어,총중량[kg],kg,,,,,,,949.8,,,,,,,,,,,,,,,
경남,붕장어,총마릿수[마리],마리,,,10,,6187,4414,,11746,,20193,,49,,,,,7736,6294,787,,,
경남,붕장어,총중량[kg],kg,,,5.1,,123.7,546.2,,921.8,,2554.8,,9.8,,,,,873,1030.7,161,,,
경남,전갱이류,총마릿수[마리],마리,39,429,750,104098,65658,16348,22363,25877,22203,101110,17455,9442,3875,1988,1404,35574,38333,25145,42726,40072,10671,13452
경남,전갱이류,총중량[kg],kg,13.1,62.4,83,16503.9,12034.6,2710.8,2507.9,4243.9,2680,5493,1901.6,1589.4,610.6,334.8,212.7,7488.1,2723.8,3611,4528.4,4879.7,1300.2,2541.4
경남,전어,총마릿수[마리],마리,,,,,,,,,,,,229,,,626,,,,,,656,29
경남,전어,총중량[kg],kg,,,,,,,,,,,,34.4,,,76.6,,,,,,112,5.9
경남,기타조기류,총마릿수[마리],마리,,,,,,7416,95834,35039,,,,,,,,,,,,,,
경남,기타조기류,총중량[kg],kg,,,,,,1506.8,15825.7,12344.9,,,,,,,,,,,,,,
경남,쥐치류,총마릿수[마리],마리,70,,,,,13,20,43,,479,397,478,12,27,181,47,,,,,,
경남,쥐치류,총중량[kg],kg,23.4,,,,,6.7,6.5,17.2,,138.6,133.8,178.3,6,8,87,20.3,,,,,,
경남,청어,총마릿수[마리],마리,,,,,,,,,,,,,,,1531,131,,,,,,
경남,청어,총중량[kg],kg,,,,,,,,,,,,,,,536,19.6,,,,,,
경남,기타어류,총마릿수[마리],마리,,,,,546,13802,359,5165,1179,3283,2380,767,240,44,55,216,7913,14138,547,2570,2340,1084
경남,기타어류,총중량[kg],kg,,,,,54.6,796,72,475.3,91.4,390.5,451,218.6,36,8.9,5.5,32.7,583.4,660.2,27,355.9,370.8,206.7
경남,갑오징어류,총마릿수[마리],마리,,487,,5297,3197,53,41,10943,24681,34324,19516,20,,,74,730,1687,383,,,18883,33458
경남,갑오징어류,총중량[kg],kg,,151.5,,3867,1531.9,36.8,15.3,3875.9,5432,9343.8,5806.3,7.8,,,37.1,454.1,702.4,153.3,,,4660.2,8387.5
경남,꼴뚜기류,총마릿수[마리],마리,,,,,527,,,,,,,,,,,,,,,,,
경남,꼴뚜기류,총중량[kg],kg,,,,,26.3,,,,,,,,,,,,,,,,,
경남,낙지류,총마릿수[마리],마리,,,5691,3668,1007,,55,,,,8764,26711,9462,18482,28645,16141,8473,259,,,,
경남,낙지류,총중량[kg],kg,,,1751.8,1401.9,271.1,,82.2,,,,1357.6,4193.6,2384.6,2005.7,3759.9,2346.9,1957.1,23.8,,,,
경남,문어류,총마릿수[마리],마리,8413,5728,3178,5673,2732,,217558,139970,185336,197871,149862,37956,5004,5120,1913,3145,13134,,493316,226579,284288,292393
경남,문어류,총중량[kg],kg,4423.5,3042,1967.4,3074.8,1172.1,,80952.4,49785.7,68751,84306.1,74562.9,23570.5,3168.5,2737.6,1060.4,1945.9,5798.9,,218073.2,79068.7,106078.3,136589.3
경남,주꾸미,총마릿수[마리],마리,4548,,,,,,,,,73247,107240,110139,22208,,,,,,,,5508,317529
경남,주꾸미,총중량[kg],kg,263,,,,,,,,,2716.4,3200.6,5860.1,1408.6,,,,,,,,320.6,21909.2
경남,살오징어,총마릿수[마리],마리,12287,15925,16478,,,81115,21928,6013,17149,10575,2299,5619,5107,1500,1608,14,1133,46324,2028,22633,120549,85378
경남,살오징어,총중량[kg],kg,3690,4777.4,8650,,,14327,6335.2,1941,5893.8,4062.1,601.9,2586,1798.1,541.8,321.5,4.1,921.5,8216,703.7,6796.7,37406.6,29729.7
경남,한치류,총마릿수[마리],마리,,,296,2004,205099,1428089,784811,6752,9965,13147,1343,,,,,27548,346155,1098926,661480,49744,81952,15477
경남,한치류,총중량[kg],kg,,,88.9,603.1,59234.7,342922.1,154870.9,1516.6,4292.9,4229.6,519.8,,,,,6120.9,69032.2,180551.8,95966.7,8391.5,13207.4,4519.4
경남,해삼,총마릿수[마리],마리,,,,,,,,,,,,,,,129,14,,,,,,
경남,해삼,총중량[kg],kg,,,,,,,,,,,,,,,42.2,4.1,,,,,,
제주,가자미류,총마릿수[마리],마리,,,,,,,,,,,,,,,,,3,766,,,,10
제주,가자미류,총중량[kg],kg,,,,,,,,,,,,,,,,,1,159.6,,,,2.6
제주,갈치,총마릿수[마리],마리,,,235,1130,59031,156300,3480,287555,318337,241123,183302,104821,2402,24,,1186,3529,41753,9333,176815,239041,277017
제주,갈치,총중량[kg],kg,,,55.9,324.5,18371.8,47458.7,829.3,80340.1,95546.1,78289.7,58538.8,31525.5,771.1,30.6,,296.5,1157.2,10655.9,2096.8,52254.8,73573.6,81264.1
제주,고등어,총마릿수[마리],마리,,,328,,293,159,148,10579,4952,9536,384,428,29,303,,82,,248,2108,3517,11911,406
제주,고등어,총중량[kg],kg,,,196.9,,198.1,134,59.2,3488.1,2469.2,3886.1,148.6,149.5,12.6,105.8,,26.1,,131.5,804.6,1271.3,4420.8,138.6
제주,넙치류(광어),총마릿수[마리],마리,,5,,15,7,42,15,27,37,72,5,9,17,49,149,60,79,34,17,13,10,23
제주,넙치류(광어),총중량[kg],kg,,0,,51.4,2.9,72.4,34.6,40.4,69.9,121.3,31.7,17.1,50.7,175.7,369.8,133.7,62.9,72.7,14,12.1,14.7,22.7
제주,농어류,총마릿수[마리],마리,,,,,,66,49,9,56,18,59,85,47,58,197,304,47,85,,131,65,71
제주,농어류,총중량[kg],kg,,,,,,89.4,95,28.8,55.9,40,54.2,114.9,93.8,112.3,232.2,298.4,41.5,85.4,,154.2,137,61.8
제주,능성어,총마릿수[마리],마리,,,,,,,,,,,,,,,,7,3,3,,,,
제주,능성어,총중량[kg],kg,,,,,,,,,,,,,,,,3.3,1.6,1.6,,,,
제주,참다랑어,총마릿수[마리],마리,,,,,,25,,,,63,,6,,10,,9,,,5,,5,
제주,참다랑어,총중량[kg],kg,,,,,,49.6,,,,134.8,,18.1,,41,,16.6,,,9.4,,9.4,
제주,기타다랑어류,총마릿수[마리],마리,,,7,,,5,,,23,9,235,84,,,,,52,110,57,53,113,107
제주,기타다랑어류,총중량[kg],kg,,,19.7,,,7.4,,,46.6,13.5,686.4,54.3,,,,,88.3,132.1,36.4,59,124,107
제주,감성돔,총마릿수[마리],마리,973,673,2105,1928,2757,18,5,,9,13,1224,4685,2167,1352,1522,19,,7,,3,3,16
제주,감성돔,총중량[kg],kg,973.3,873.4,2523,2091.9,3014.7,7.5,4.8,,14,22.2,2042.5,5533.5,2427.4,1842.1,1890,12.8,,10.1,,1.3,4.9,24.5
제주,옥돔류,총마릿수[마리],마리,6,,13,51,37,,,,,13,5,,,,3,24,36,26,10,,21,42
제주,옥돔류,총중량[kg],kg,6.8,,6.6,33,29.3,,,,,23.4,2.6,,,,2.3,18.7,22.3,12,4.8,,5.2,13
제주,자리돔,총마릿수[마리],마리,,1135,56,1169,945,1687,145,854,2516,3700,2325,2072,2390,1494,1512,2242,6568,5437,3881,5277,3371,2478
제주,자리돔,총중량[kg],kg,,52.9,5.6,95.1,61.5,95,13.5,54.8,66.2,152.6,71.9,117,132.3,88.1,95.8,148.9,370.2,321.3,237.9,367.7,261.7,175.8
제주,참돔,총마릿수[마리],마리,120,333,9677,12952,15889,2104,793,471,643,3069,2832,1895,624,1160,3851,3865,3100,1432,874,521,605,1548
제주,참돔,총중량[kg],kg,273.9,599,3167.4,4270,8079.5,6537.6,1245.9,365.5,419.5,2609.9,3391.1,2977.6,1106.5,1460,4926.7,5639.2,3311.3,2030.8,819.4,545.4,611.9,1271.6
제주,돌돔(줄돔),총마릿수[마리],마리,6,103,134,114,78,3134,1427,678,909,6651,5024,2770,9846,3777,2220,5012,1952,3216,1810,1792,1590,2199
제주,돌돔(줄돔),총중량[kg],kg,11.4,127.8,116.4,93.5,67.1,8199,1330.3,689.3,508.9,4404.1,3193.7,1962.8,12573.5,4036.8,1264.2,3776.2,1892,2651.2,1178.5,968,947.6,1516.1
제주,기타돔류,총마릿수[마리],마리,2961,2995,4224,4858,3526,5230,7998,3195,4462,5102,5674,3544,2279,5236,3559,4809,4583,5823,4677,3734,2838,3684
제주,기타돔류,총중량[kg],kg,2285.5,2184.5,1901.9,2080.7,1509.9,2626.5,4495.7,1507.3,2710.1,3087.4,3053,1782.8,1654.5,2730.4,1759.6,2796.9,2544,2648.5,2724.7,1916.7,1433.9,2010.9
제주,방어류,총마릿수[마리],마리,4932,3607,4624,3130,2534,1740,534,634,347,3349,7527,8089,6115,1438,2216,1381,842,395,582,975,1201,2073
제주,방어류,총중량[kg],kg,12399.2,9477,13902.2,8467.4,6559.5,3602.1,1269.5,1342.6,966.8,9525.6,26592,25165.4,26109.4,5992.6,9817.8,5448.1,3155.2,1312.7,947.2,2009.2,1784.9,4082.9
제주,병어류,총마릿수[마리],마리,,,,,,,,,,,,,,,,,,32,,,,
제주,병어류,총중량[kg],kg,,,,,,,,,,,,,,,,,,30.3,,,,
제주,복어류,총마릿수[마리],마리,,36,,,,,,4,,90,,9,,70,,76,63,20,118,33,511,42
제주,복어류,총중량[kg],kg,,4.4,,,,,,1.3,,19.3,,9,,14.3,,20.4,23.9,5,30.2,6.5,133.7,8.8
제주,조피볼락(우럭),총마릿수[마리],마리,,5,525,439,1932,5098,716,718,201,1438,1077,611,774,725,1661,1670,2374,3916,320,1115,228,163
제주,조피볼락(우럭),총중량[kg],kg,,2.7,78.7,69.5,242.5,1085.3,104.9,129.1,44.4,283.1,378.2,119.5,277.4,114.8,510.6,364.6,549,1066.3,85.5,212.9,32,34.2
제주,기타볼락류,총마릿수[마리],마리,852,1589,8920,8750,7835,3844,4130,6500,3753,2454,1801,1229,1972,2044,20555,9446,5129,4893,7632,8581,5917,5760
제주,기타볼락류,총중량[kg],kg,43.1,104.8,1133.9,1124.9,1113.8,1132,1224.8,1438,856.6,865.2,456.4,293.7,438.1,623.5,3403.9,1881.9,811.1,1112.7,1557.8,1685.5,1215.7,1666.3
제주,노래미류,총마릿수[마리],마리,,3956,670,536,1357,,1109,4373,6208,7127,5092,4540,6011,8689,8052,6902,11547,11543,11994,14721,7816,8697
제주,노래미류,총중량[kg],kg,,171.9,231.1,113,238.4,,129.5,334.7,478.4,699.9,373.4,249.6,248.3,861.1,757.3,615,998.2,1192.3,903.8,1204.3,672.6,951.9
제주,삼치류,총마릿수[마리],마리,,,6,372,6,,,9,33,1330,209,173,157,41,26,,,,,39,486,1048
제주,삼치류,총중량[kg],kg,,,16.8,343.4,8.4,,,13.5,107.2,2120.7,548.9,493,685.8,142.2,84,,,,,64,357.6,842.3
제주,성대류,총마릿수[마리],마리,,,,,,,,,,,,,,6,3,,13,3,,,,
제주,성대류,총중량[kg],kg,,,,,,,,,,,,,,1.5,0.3,,1.6,1.3,,,,
제주,숭어류,총마릿수[마리],마리,,,,,,,,,,,,112,99,16,59,10,,,,,,
제주,숭어류,총중량[kg],kg,,,,,,,,,,,,71.9,122.1,49.6,78.2,9.6,,,,,,
제주,아귀류,총마릿수[마리],마리,,,,,,,,,,,,,,,6,,,,,,,
제주,아귀류,총중량[kg],kg,,,,,,,,,,,,,,,9.7,,,,,,,
제주,양태류,총마릿수[마리],마리,,,,,,,,,,,,,,,,,,10,,,,
제주,양태류,총중량[kg],kg,,,,,,,,,,,,,,,,,,4.8,,,,
제주,먹장어,총마릿수[마리],마리,,,,,,419,191,,,,,,,,,,,,,,,
제주,먹장어,총중량[kg],kg,,,,,,125.8,191.3,,,,,,,,,,,,,,,
제주,붕장어,총마릿수[마리],마리,,,,,,84,48,,,,,,,,,,,,,,,
제주,붕장어,총중량[kg],kg,,,,,,21,47.8,,,,,,,,,,,,,,,
제주,전갱이류,총마릿수[마리],마리,670,,295,,,84,48,306,818,2415,1972,1695,1692,1737,2059,1808,1032,373,246,1245,260,279
제주,전갱이류,총중량[kg],kg,30.8,,164.1,,,284.4,4.8,55.5,254.2,621.2,500.3,364.9,339.6,340.6,399,355.8,245.3,75.2,44.3,177.3,41.3,86.2
제주,쥐치류,총마릿수[마리],마리,158,310,172,195,318,728,321,373,328,638,484,793,721,516,861,1071,954,948,1010,1242,577,930
제주,쥐치류,총중량[kg],kg,5.2,37.5,51.7,58.5,114,256.7,118,109.6,99.9,229.3,142.1,257.1,206.6,139.5,243.5,408.9,323.2,293.4,304.9,426.6,207.7,324.4
제주,기타어류,총마릿수[마리],마리,3993,6254,5637,6431,6053,11861,6717,11109,9992,10321,6796,4157,5491,9903,6621,11598,10544,11311,11406,15118,9739,8537
제주,기타어류,총중량[kg],kg,106.2,127.4,567,686.4,623.8,5040.2,807.2,1177.5,1200.2,1305.7,1019.7,430.2,567.1,1156.6,713.1,1176.7,1099.4,1032.2,1159.9,1489,976.5,949.3
제주,갑오징어류,총마릿수[마리],마리,22001,30317,32393,3401,147,,,,,,,14451,38813,38416,70784,23650,1826,3,690,,,
제주,갑오징어류,총중량[kg],kg,10067.6,10311.2,12853.8,1488.1,36.7,,,,,,,3585.2,13845.7,18394.6,22354.3,9364.6,1031.5,2,190.5,,,
제주,문어류,총마릿수[마리],마리,,44,,,,,,,,,,,,,3,3,,,,,,
제주,문어류,총중량[kg],kg,,32.7,,,,,,,,,,,,,3.2,3.3,,,,,,
제주,살오징어,총마릿수[마리],마리,,,,,,4129,12340,1344,3263,701,,,,,,,,,2890,24072,596,91
제주,살오징어,총중량[kg],kg,,,,,,605.9,1653.6,473.3,1566.6,185.4,,,,,,,,,524.6,1632,267,37.3
제주,한치류,총마릿수[마리],마리,,,,,514,24694,67932,117002,22010,377,,54,,,36,582,36055,97860,110737,63719,710,68
제주,한치류,총중량[kg],kg,,,,,102.7,4153.5,10263,19268.8,6172.4,80.9,,18,,,7.1,208.6,7633.1,20513.4,21533.1,10153.4,159.2,18.5
제주,해삼,총마릿수[마리],마리,,,361,183,183,,,,,,,,,,,,,,,,,
제주,해삼,총중량[kg],kg,,,78.8,36.7,36.7,,,,,,,,,,,,,,,,,
제주,기타,총마릿수[마리],마리,,,,,,2437,5,,,,,,,,,,,,,,,
제주,기타,총중량[kg],kg,,,,,,370.8,14.4,,,,,,,,,,,,,,,
